<pixelCNNMADE.PixelCNNMADE object at 0x7fb875860710>
         Train  Validation
494   0.266654         NaN
495   0.255998         NaN
496   0.310854         NaN
497   0.287612         NaN
498   0.283423         NaN
499   0.262443         NaN
500   0.274788    0.276378
501   0.261126         NaN
502   0.280844         NaN
503   0.238181         NaN
504   0.260760         NaN
505   0.260881         NaN
506   0.269119         NaN
507   0.260717         NaN
508   0.270684         NaN
509   0.256899         NaN
510   0.241185         NaN
511   0.238315         NaN
512   0.238704         NaN
513   0.257868         NaN
514   0.248926         NaN
515   0.271754         NaN
516   0.242823         NaN
517   0.239687         NaN
518   0.254100         NaN
519   0.253570         NaN
520   0.248441         NaN
521   0.227156         NaN
522   0.236052         NaN
523   0.243811         NaN
524   0.272909         NaN
525   0.287734         NaN
526   0.239067         NaN
527   0.306949         NaN
528   0.334272         NaN
529   0.249491         NaN
530   0.262079         NaN
531   0.289714         NaN
532   0.268081         NaN
533   0.256871         NaN
534   0.275677         NaN
535   0.243947         NaN
536   0.240721         NaN
537   0.260988         NaN
538   0.245797         NaN
539   0.253214         NaN
540   0.257121         NaN
541   0.244617         NaN
542   0.254363         NaN
543   0.247802         NaN
544   0.241346         NaN
545   0.231009         NaN
546   0.251856         NaN
547   0.237952         NaN
548   0.233108         NaN
549   0.239584         NaN
550   0.260145         NaN
551   0.223522         NaN
552   0.239185         NaN
553   0.239808         NaN
554   0.250148         NaN
555   0.251024         NaN
556   0.241480         NaN
557   0.233091         NaN
558   0.236892         NaN
559   0.259483         NaN
560   0.232795         NaN
561   0.225217         NaN
562   0.243034         NaN
563   0.266258         NaN
564   0.224529         NaN
565   0.233497         NaN
566   0.218150         NaN
567   0.234734         NaN
568   0.232381         NaN
569   0.228905         NaN
570   0.246974         NaN
571   0.225363         NaN
572   0.245340         NaN
573   0.240798         NaN
574   0.232877         NaN
575   0.228048         NaN
576   0.227893         NaN
577   0.244857         NaN
578   0.230877         NaN
579   0.223928         NaN
580   0.225495         NaN
581   0.225211         NaN
582   0.229155         NaN
583   0.218698         NaN
584   0.225762         NaN
585   0.239928         NaN
586   0.220535         NaN
587   0.237544         NaN
588   0.230962         NaN
589   0.222201         NaN
590   0.238384         NaN
591   0.223516         NaN
592   0.231151         NaN
593   0.230958         NaN
594   0.233630         NaN
595   0.223996         NaN
596   0.233193         NaN
597   0.207905         NaN
598   0.227097         NaN
599   0.222604         NaN
600   0.219860    0.219337
601   0.226674         NaN
602   0.219927         NaN
603   0.226283         NaN
604   0.222376         NaN
605   0.208574         NaN
606   0.223251         NaN
607   0.210434         NaN
608   0.224472         NaN
609   0.220893         NaN
610   0.220871         NaN
611   0.213837         NaN
612   0.214280         NaN
613   0.213968         NaN
614   0.218996         NaN
615   0.212369         NaN
616   0.233101         NaN
617   0.218623         NaN
618   0.223903         NaN
619   0.215751         NaN
620   0.210772         NaN
621   0.219813         NaN
622   0.238844         NaN
623   0.213782         NaN
624   0.214872         NaN
625   0.220185         NaN
626   0.215378         NaN
627   0.218278         NaN
628   0.217391         NaN
629   0.219896         NaN
630   0.233816         NaN
631   0.216493         NaN
632   0.231274         NaN
633   0.219268         NaN
634   0.232713         NaN
635   0.215885         NaN
636   0.218950         NaN
637   0.201539         NaN
638   0.217988         NaN
639   0.205663         NaN
640   0.217889         NaN
641   0.225787         NaN
642   0.212127         NaN
643   0.221663         NaN
644   0.224600         NaN
645   0.235503         NaN
646   0.218377         NaN
647   0.228148         NaN
648   0.218047         NaN
649   0.219699         NaN
650   0.225762         NaN
651   0.214835         NaN
652   0.206389         NaN
653   0.211057         NaN
654   0.217453         NaN
655   0.197008         NaN
656   0.199473         NaN
657   0.203938         NaN
658   0.203290         NaN
659   0.209848         NaN
660   0.203047         NaN
661   0.204229         NaN
662   0.211763         NaN
663   0.202949         NaN
664   0.205862         NaN
665   0.186043         NaN
666   0.194859         NaN
667   0.192775         NaN
668   0.213038         NaN
669   0.210922         NaN
670   0.198624         NaN
671   0.206959         NaN
672   0.209326         NaN
673   0.192225         NaN
674   0.201107         NaN
675   0.201308         NaN
676   0.194539         NaN
677   0.186740         NaN
678   0.203809         NaN
679   0.200557         NaN
680   0.198284         NaN
681   0.193310         NaN
682   0.202306         NaN
683   0.200283         NaN
684   0.194038         NaN
685   0.190055         NaN
686   0.192965         NaN
687   0.199272         NaN
688   0.190349         NaN
689   0.199658         NaN
690   0.222840         NaN
691   0.195778         NaN
692   0.203605         NaN
693   0.202244         NaN
694   0.205579         NaN
695   0.197064         NaN
696   0.190742         NaN
697   0.182128         NaN
698   0.205915         NaN
699   0.178808         NaN
700   0.198337    0.204172
701   0.203461         NaN
702   0.192018         NaN
703   0.192569         NaN
704   0.198209         NaN
705   0.184207         NaN
706   0.194531         NaN
707   0.194663         NaN
708   0.195833         NaN
709   0.192203         NaN
710   0.201617         NaN
711   0.189025         NaN
712   0.195601         NaN
713   0.198913         NaN
714   0.199837         NaN
715   0.197126         NaN
716   0.194364         NaN
717   0.183764         NaN
718   0.203003         NaN
719   0.200149         NaN
720   0.185876         NaN
721   0.168060         NaN
722   0.185694         NaN
723   0.177968         NaN
724   0.187460         NaN
725   0.176515         NaN
726   0.181089         NaN
727   0.177807         NaN
728   0.188157         NaN
729   0.183152         NaN
730   0.184553         NaN
731   0.172654         NaN
732   0.176887         NaN
733   0.173395         NaN
734   0.175569         NaN
735   0.173046         NaN
736   0.178833         NaN
737   0.170747         NaN
738   0.175653         NaN
739   0.176012         NaN
740   0.174407         NaN
741   0.169950         NaN
742   0.169637         NaN
743   0.160664         NaN
744   0.168034         NaN
745   0.172720         NaN
746   0.171439         NaN
747   0.167099         NaN
748   0.162658         NaN
749   0.166703         NaN
750   0.164385         NaN
751   0.160107         NaN
752   0.162651         NaN
753   0.164063         NaN
754   0.167106         NaN
755   0.171298         NaN
756   0.162491         NaN
757   0.162788         NaN
758   0.157284         NaN
759   0.152517         NaN
760   0.165079         NaN
761   0.164225         NaN
762   0.149454         NaN
763   0.157093         NaN
764   0.162098         NaN
765   0.156564         NaN
766   0.147109         NaN
767   0.159323         NaN
768   0.158894         NaN
769   0.176237         NaN
770   0.163535         NaN
771   0.160153         NaN
772   0.152728         NaN
773   0.155677         NaN
774   0.168524         NaN
775   0.156389         NaN
776   0.158794         NaN
777   0.173850         NaN
778   0.168795         NaN
779   0.162747         NaN
780   0.155041         NaN
781   0.153662         NaN
782   0.152911         NaN
783   0.148216         NaN
784   0.145256         NaN
785   0.148542         NaN
786   0.151139         NaN
787   0.155565         NaN
788   0.148306         NaN
789   0.145938         NaN
790   0.146025         NaN
791   0.144350         NaN
792   0.140859         NaN
793   0.140964         NaN
794   0.140495         NaN
795   0.136403         NaN
796   0.151372         NaN
797   0.146114         NaN
798   0.156083         NaN
799   0.159989         NaN
800   0.155396    0.168113
801   0.166272         NaN
802   0.142053         NaN
803   0.152897         NaN
804   0.143811         NaN
805   0.140974         NaN
