         Train  Validation
778   7.485915         NaN
779   7.484448         NaN
780   7.490029         NaN
781   7.483020         NaN
782   7.480889         NaN
783   7.478945         NaN
784   7.483449         NaN
785   7.482620         NaN
786   7.483951         NaN
787   7.489251         NaN
788   7.485772         NaN
789   7.488940         NaN
790   7.481349         NaN
791   7.480215         NaN
792   7.477402         NaN
793   7.484338         NaN
794   7.485481         NaN
795   7.485855         NaN
796   7.484607         NaN
797   7.489995         NaN
798   7.482511         NaN
799   7.480779         NaN
800   7.478926    7.711692
801   7.483557         NaN
802   7.482322         NaN
803   7.483721         NaN
804   7.489131         NaN
805   7.485643         NaN
806   7.489254         NaN
807   7.480703         NaN
808   7.480151         NaN
809   7.477952         NaN
810   7.484250         NaN
811   7.485142         NaN
812   7.485543         NaN
813   7.484730         NaN
814   7.489821         NaN
815   7.482632         NaN
816   7.480366         NaN
817   7.478645         NaN
818   7.483316         NaN
819   7.482094         NaN
820   7.483644         NaN
821   7.488721         NaN
822   7.485526         NaN
823   7.489302         NaN
824   7.480247         NaN
825   7.479814         NaN
826   7.477302         NaN
827   7.484129         NaN
828   7.485240         NaN
829   7.485419         NaN
830   7.484543         NaN
831   7.489699         NaN
832   7.482886         NaN
833   7.480117         NaN
834   7.478327         NaN
835   7.483069         NaN
836   7.482365         NaN
837   7.483655         NaN
838   7.488433         NaN
839   7.485254         NaN
840   7.489608         NaN
841   7.480090         NaN
842   7.479549         NaN
843   7.476708         NaN
844   7.483946         NaN
845   7.485554         NaN
846   7.485182         NaN
847   7.483788         NaN
848   7.489368         NaN
849   7.483032         NaN
850   7.479624         NaN
851   7.478085         NaN
852   7.482685         NaN
853   7.481962         NaN
854   7.483718         NaN
855   7.488317         NaN
856   7.485077         NaN
857   7.488954         NaN
858   7.480145         NaN
859   7.479574         NaN
860   7.476507         NaN
861   7.483555         NaN
862   7.485307         NaN
863   7.485363         NaN
864   7.483476         NaN
865   7.489288         NaN
866   7.482762         NaN
867   7.479482         NaN
868   7.478560         NaN
869   7.482335         NaN
870   7.481565         NaN
871   7.483723         NaN
872   7.488396         NaN
873   7.485204         NaN
874   7.488523         NaN
875   7.479924         NaN
876   7.479593         NaN
877   7.476814         NaN
