Name: PixelCNN
Factorised: True
Learning rate: 0.001

         Train  Validation
578   0.266375         NaN
579   0.266469         NaN
580   0.269623         NaN
581   0.264409         NaN
582   0.271083         NaN
583   0.253871         NaN
584   0.269191         NaN
585   0.279077         NaN
586   0.272435         NaN
587   0.282505         NaN
588   0.270384         NaN
589   0.268482         NaN
590   0.287475         NaN
591   0.266566         NaN
592   0.281556         NaN
593   0.275943         NaN
594   0.275362         NaN
595   0.266172         NaN
596   0.279339         NaN
597   0.259035         NaN
598   0.269509         NaN
599   0.264715         NaN
600   0.265935    0.265403
601   0.277182         NaN
602   0.257481         NaN
603   0.265696         NaN
604   0.272841         NaN
605   0.251751         NaN
606   0.267226         NaN
607   0.256579         NaN
608   0.269941         NaN
609   0.274701         NaN
610   0.261358         NaN
611   0.263110         NaN
612   0.262723         NaN
613   0.265970         NaN
614   0.267958         NaN
615   0.266435         NaN
616   0.275396         NaN
617   0.278624         NaN
618   0.263555         NaN
619   0.263347         NaN
620   0.268943         NaN
621   0.273417         NaN
622   0.276095         NaN
623   0.264423         NaN
624   0.277674         NaN
625   0.270560         NaN
626   0.258674         NaN
627   0.260719         NaN
628   0.263139         NaN
629   0.258447         NaN
630   0.261587         NaN
631   0.262446         NaN
632   0.265544         NaN
633   0.248937         NaN
634   0.270719         NaN
635   0.258796         NaN
636   0.260996         NaN
637   0.237620         NaN
638   0.253683         NaN
639   0.245741         NaN
640   0.256387         NaN
641   0.259160         NaN
642   0.249928         NaN
643   0.257129         NaN
644   0.259344         NaN
645   0.262628         NaN
646   0.253344         NaN
647   0.260088         NaN
648   0.257609         NaN
649   0.253862         NaN
650   0.249970         NaN
651   0.251912         NaN
652   0.236073         NaN
653   0.238964         NaN
654   0.258258         NaN
655   0.251506         NaN
656   0.235963         NaN
657   0.279488         NaN
658   0.274196         NaN
659   0.255296         NaN
660   0.253794         NaN
661   0.256757         NaN
662   0.244959         NaN
663   0.263290         NaN
664   0.250835         NaN
665   0.235290         NaN
666   0.250506         NaN
667   0.253970         NaN
668   0.257264         NaN
669   0.256736         NaN
670   0.248758         NaN
671   0.255548         NaN
672   0.260034         NaN
673   0.233634         NaN
674   0.246210         NaN
675   0.237106         NaN
676   0.242313         NaN
677   0.230503         NaN
678   0.246452         NaN
679   0.242676         NaN
680   0.247042         NaN
681   0.247956         NaN
682   0.253589         NaN
683   0.242425         NaN
684   0.251798         NaN
685   0.245572         NaN
686   0.253352         NaN
687   0.252630         NaN
688   0.251965         NaN
689   0.256982         NaN
690   0.253361         NaN
691   0.251357         NaN
692   0.254151         NaN
693   0.247687         NaN
694   0.263251         NaN
695   0.244153         NaN
696   0.255296         NaN
697   0.250231         NaN
698   0.271260         NaN
699   0.253300         NaN
700   0.246939    0.249015
701   0.248016         NaN
702   0.261602         NaN
703   0.249959         NaN
704   0.259988         NaN
705   0.250615         NaN
706   0.257337         NaN
707   0.247209         NaN
708   0.243637         NaN
709   0.250495         NaN
710   0.242780         NaN
711   0.242686         NaN
712   0.250217         NaN
713   0.253338         NaN
714   0.258952         NaN
715   0.257456         NaN
716   0.260197         NaN
717   0.243546         NaN
718   0.256127         NaN
719   0.248696         NaN
720   0.259849         NaN
721   0.253238         NaN
722   0.236589         NaN
723   0.237893         NaN
724   0.238270         NaN
725   0.225990         NaN
726   0.237894         NaN
727   0.241567         NaN
728   0.235334         NaN
729   0.241855         NaN
730   0.236932         NaN
731   0.231558         NaN
732   0.239046         NaN
733   0.228753         NaN
734   0.234486         NaN
735   0.237732         NaN
736   0.232806         NaN
737   0.222971         NaN
738   0.234224         NaN
739   0.232274         NaN
740   0.233062         NaN
741   0.225505         NaN
742   0.225419         NaN
743   0.225814         NaN
744   0.220314         NaN
745   0.240998         NaN
746   0.221441         NaN
747   0.221843         NaN
748   0.222239         NaN
749   0.231695         NaN
750   0.222479         NaN
751   0.218703         NaN
752   0.213555         NaN
753   0.230694         NaN
754   0.224913         NaN
755   0.254122         NaN
756   0.236023         NaN
757   0.230023         NaN
758   0.224632         NaN
759   0.221679         NaN
760   0.230014         NaN
761   0.233807         NaN
762   0.218159         NaN
763   0.228610         NaN
764   0.229934         NaN
765   0.224206         NaN
766   0.211238         NaN
767   0.239527         NaN
768   0.235774         NaN
769   0.236458         NaN
770   0.222533         NaN
771   0.234399         NaN
772   0.230704         NaN
773   0.229602         NaN
774   0.233484         NaN
775   0.219578         NaN
776   0.212673         NaN
777   0.228919         NaN
778   0.226641         NaN
779   0.235808         NaN
780   0.237371         NaN
781   0.227607         NaN
782   0.235017         NaN
783   0.242219         NaN
784   0.224539         NaN
785   0.235525         NaN
786   0.234420         NaN
787   0.227188         NaN
788   0.226904         NaN
789   0.215575         NaN
790   0.224265         NaN
791   0.220937         NaN
792   0.214786         NaN
793   0.207297         NaN
794   0.209975         NaN
795   0.208082         NaN
796   0.213254         NaN
797   0.209352         NaN
798   0.213240         NaN
799   0.220632         NaN
800   0.204377    0.209683
801   0.204784         NaN
802   0.206745         NaN
803   0.215306         NaN
804   0.205699         NaN
805   0.207439         NaN
806   0.203852         NaN
807   0.215163         NaN
808   0.206007         NaN
809   0.205019         NaN
810   0.211495         NaN
811   0.215211         NaN
812   0.212555         NaN
813   0.205036         NaN
814   0.207909         NaN
815   0.189773         NaN
816   0.197112         NaN
817   0.196619         NaN
818   0.205013         NaN
819   0.205602         NaN
820   0.208544         NaN
821   0.226198         NaN
822   0.201818         NaN
823   0.251007         NaN
824   0.299036         NaN
825   0.249520         NaN
826   0.263663         NaN
827   0.362062         NaN
828   0.328286         NaN
829   0.311416         NaN
830   0.259518         NaN
831   0.253655         NaN
832   0.253588         NaN
833   0.251322         NaN
834   0.241342         NaN
835   0.228552         NaN
836   0.234266         NaN
837   0.245242         NaN
838   0.213183         NaN
839   0.210683         NaN
840   0.229181         NaN
841   0.217702         NaN
842   0.215613         NaN
843   0.210960         NaN
844   0.231411         NaN
845   0.210631         NaN
